instante,fecha,temporada,a–o,mes,hora,dia_festivo,dia_semana,dia_laboral,categoria_clima,temperatura,humedad,velocidad,casual,registrado,conteo,mala_entrega
5536,23/08/2011,3,0,8,13,0,2,1,1,0.72,0.3,0.1045,70,164,234,3
5537,23/08/2011,3,0,8,14,0,2,1,1,0.72,0.3,0.0896,149,502,651,3
5538,23/08/2011,3,0,8,15,0,2,1,1,0.72,0.34,0.2239,178,423,601,4
5539,23/08/2011,3,0,8,16,0,2,1,1,0.72,0.32,0.1343,133,311,444,5
5540,23/08/2011,3,0,8,17,0,2,1,1,0.72,0.34,0.2239,133,339,472,6
5541,23/08/2011,3,0,8,18,0,2,1,1,0.72,0.34,0.194,98,421,519,7
5542,23/08/2011,3,0,8,19,0,2,1,1,0.66,0.5,0.2239,70,297,367,1
5543,23/08/2011,3,0,8,20,0,2,1,1,0.64,0.53,0.2537,54,206,260,0
5544,23/08/2011,3,0,8,21,0,2,1,1,0.62,0.57,0,38,173,211,0
5545,23/08/2011,3,0,8,22,0,2,1,1,0.62,0.57,0.1343,46,145,191,2
5546,23/08/2011,3,0,8,23,0,2,1,1,0.62,0.61,0.1343,19,61,80,1
5547,24/08/2011,3,0,8,0,0,3,1,1,0.62,0.57,0.1343,9,29,38,0
5548,24/08/2011,3,0,8,1,0,3,1,1,0.6,0.6,0.1045,7,17,24,0
5549,24/08/2011,3,0,8,2,0,3,1,1,0.58,0.68,0.1343,2,4,6,4
5550,24/08/2011,3,0,8,3,0,3,1,1,0.58,0.68,0.1343,0,1,1,0
5551,24/08/2011,3,0,8,4,0,3,1,1,0.56,0.73,0.1045,0,7,7,0
5552,24/08/2011,3,0,8,5,0,3,1,1,0.56,0.73,0.1045,1,26,27,3
5553,24/08/2011,3,0,8,6,0,3,1,1,0.56,0.73,0,3,105,108,3
5554,24/08/2011,3,0,8,7,0,3,1,1,0.6,0.64,0.0896,11,297,308,5
5555,24/08/2011,3,0,8,8,0,3,1,1,0.62,0.69,0.1343,32,436,468,2
5556,24/08/2011,3,0,8,9,0,3,1,1,0.64,0.69,0.2537,44,169,213,0
5557,24/08/2011,3,0,8,10,0,3,1,1,0.7,0.58,0.2836,51,95,146,1
5558,24/08/2011,3,0,8,11,0,3,1,1,0.72,0.54,0.2985,57,128,185,6
5559,24/08/2011,3,0,8,12,0,3,1,1,0.74,0.55,0.3284,60,175,235,1
5560,24/08/2011,3,0,8,13,0,3,1,1,0.76,0.48,0.4179,56,180,236,7
5561,24/08/2011,3,0,8,14,0,3,1,1,0.76,0.48,0.4179,77,127,204,3
5562,24/08/2011,3,0,8,15,0,3,1,1,0.76,0.48,0.4478,63,141,204,5
5563,24/08/2011,3,0,8,16,0,3,1,1,0.76,0.52,0.4179,49,222,271,1
5564,24/08/2011,3,0,8,17,0,3,1,1,0.76,0.52,0.3582,83,484,567,0
5565,24/08/2011,3,0,8,18,0,3,1,1,0.74,0.55,0.2985,102,519,621,0
5566,24/08/2011,3,0,8,19,0,3,1,1,0.74,0.55,0.2985,93,347,440,0
5567,24/08/2011,3,0,8,20,0,3,1,1,0.72,0.58,0.2985,45,289,334,0
5568,24/08/2011,3,0,8,21,0,3,1,1,0.7,0.61,0.3582,47,189,236,3
5569,24/08/2011,3,0,8,22,0,3,1,1,0.7,0.65,0.3582,41,140,181,5
5570,24/08/2011,3,0,8,23,0,3,1,1,0.68,0.69,0.2985,16,54,70,0
5571,25/08/2011,3,0,8,0,0,4,1,1,0.68,0.74,0.2985,11,41,52,0
5572,25/08/2011,3,0,8,1,0,4,1,1,0.68,0.69,0.3881,4,11,15,2
5573,25/08/2011,3,0,8,2,0,4,1,1,0.68,0.69,0.3881,3,2,5,0
5574,25/08/2011,3,0,8,3,0,4,1,1,0.66,0.74,0.3284,2,2,4,0
5575,25/08/2011,3,0,8,4,0,4,1,1,0.66,0.78,0.3881,1,6,7,2
5576,25/08/2011,3,0,8,5,0,4,1,1,0.66,0.83,0.4179,1,25,26,0
5577,25/08/2011,3,0,8,6,0,4,1,1,0.66,0.83,0.3284,1,101,102,2
5578,25/08/2011,3,0,8,7,0,4,1,2,0.68,0.79,0.3284,17,296,313,6
5579,25/08/2011,3,0,8,8,0,4,1,2,0.7,0.74,0.2985,23,461,484,5
5580,25/08/2011,3,0,8,9,0,4,1,2,0.72,0.7,0.2985,21,141,162,4
5581,25/08/2011,3,0,8,10,0,4,1,2,0.74,0.66,0.2985,37,105,142,0
5582,25/08/2011,3,0,8,11,0,4,1,3,0.7,0.79,0,39,112,151,3
5583,25/08/2011,3,0,8,12,0,4,1,3,0.7,0.79,0,9,32,41,4
5584,25/08/2011,3,0,8,13,0,4,1,1,0.7,0.79,0.1045,7,30,37,0
5585,25/08/2011,3,0,8,14,0,4,1,2,0.72,0.74,0,27,86,113,7
5586,25/08/2011,3,0,8,15,0,4,1,2,0.74,0.7,0,28,104,132,2
5587,25/08/2011,3,0,8,16,0,4,1,1,0.72,0.84,0,16,105,121,0
5588,25/08/2011,3,0,8,17,0,4,1,1,0.72,0.84,0,28,284,312,1
5589,25/08/2011,3,0,8,18,0,4,1,2,0.72,0.84,0.1343,31,377,408,0
5590,25/08/2011,3,0,8,19,0,4,1,2,0.66,0.78,0.3284,31,241,272,4
5591,25/08/2011,3,0,8,20,0,4,1,1,0.64,0.78,0.3582,33,192,225,3
5592,25/08/2011,3,0,8,21,0,4,1,1,0.64,0.78,0.2836,29,158,187,1
5593,25/08/2011,3,0,8,22,0,4,1,1,0.62,0.83,0,21,126,147,0
5594,25/08/2011,3,0,8,23,0,4,1,1,0.62,0.83,0.0896,15,69,84,5
5595,26/08/2011,3,0,8,0,0,5,1,1,0.62,0.83,0.1343,9,42,51,0
5596,26/08/2011,3,0,8,1,0,5,1,1,0.62,0.83,0,10,13,23,0
5597,26/08/2011,3,0,8,2,0,5,1,1,0.62,0.88,0.1343,4,16,20,3
5598,26/08/2011,3,0,8,3,0,5,1,1,0.6,0.88,0.1045,3,8,11,3
5599,26/08/2011,3,0,8,4,0,5,1,1,0.62,0.88,0,2,6,8,1
5600,26/08/2011,3,0,8,5,0,5,1,2,0.62,0.88,0,3,23,26,7
5601,26/08/2011,3,0,8,6,0,5,1,1,0.62,0.88,0,5,100,105,3
5602,26/08/2011,3,0,8,7,0,5,1,1,0.64,0.83,0,3,263,266,3
5603,26/08/2011,3,0,8,8,0,5,1,1,0.66,0.83,0.1045,17,387,404,6
5604,26/08/2011,3,0,8,9,0,5,1,1,0.7,0.74,0,39,191,230,1
5605,26/08/2011,3,0,8,10,0,5,1,1,0.74,0.66,0.0896,34,89,123,0
5606,26/08/2011,3,0,8,11,0,5,1,2,0.76,0.62,0,63,151,214,6
5607,26/08/2011,3,0,8,12,0,5,1,2,0.76,0.66,0.1045,70,173,243,5
5608,26/08/2011,3,0,8,13,0,5,1,2,0.78,0.59,0.1045,72,165,237,0
5609,26/08/2011,3,0,8,14,0,5,1,1,0.8,0.59,0,55,164,219,7
5610,26/08/2011,3,0,8,15,0,5,1,2,0.8,0.59,0.194,53,196,249,2
5611,26/08/2011,3,0,8,16,0,5,1,1,0.78,0.62,0.1045,50,293,343,5
5612,26/08/2011,3,0,8,17,0,5,1,1,0.74,0.74,0.2537,56,433,489,3
5613,26/08/2011,3,0,8,18,0,5,1,2,0.74,0.74,0.1343,40,370,410,2
5614,26/08/2011,3,0,8,19,0,5,1,1,0.72,0.79,0.1045,55,235,290,4
5615,26/08/2011,3,0,8,20,0,5,1,1,0.72,0.79,0.0896,39,183,222,0
5616,26/08/2011,3,0,8,21,0,5,1,1,0.72,0.79,0.1642,38,152,190,2
5617,26/08/2011,3,0,8,22,0,5,1,1,0.72,0.79,0.1045,26,126,152,6
5618,26/08/2011,3,0,8,23,0,5,1,1,0.7,0.84,0.0896,22,114,136,0
5619,27/08/2011,3,0,8,0,0,6,0,1,0.7,0.84,0.1045,33,112,145,3
5620,27/08/2011,3,0,8,1,0,6,0,1,0.7,0.84,0.1642,13,51,64,6
5621,27/08/2011,3,0,8,2,0,6,0,1,0.7,0.84,0.194,18,59,77,2
5622,27/08/2011,3,0,8,3,0,6,0,2,0.7,0.84,0.2239,8,22,30,6
5623,27/08/2011,3,0,8,4,0,6,0,2,0.7,0.84,0.2239,1,3,4,3
5624,27/08/2011,3,0,8,5,0,6,0,2,0.7,0.84,0.2985,1,11,12,4
5625,27/08/2011,3,0,8,6,0,6,0,2,0.7,0.84,0.2985,3,15,18,7
5626,27/08/2011,3,0,8,7,0,6,0,2,0.7,0.84,0.3582,2,26,28,7
5627,27/08/2011,3,0,8,8,0,6,0,2,0.7,0.84,0.2537,14,62,76,3
5628,27/08/2011,3,0,8,9,0,6,0,2,0.7,0.84,0.4179,28,128,156,0
5629,27/08/2011,3,0,8,10,0,6,0,2,0.7,0.79,0.4627,51,154,205,7
5630,27/08/2011,3,0,8,11,0,6,0,3,0.66,0.89,0.4179,15,73,88,0
5631,27/08/2011,3,0,8,12,0,6,0,3,0.66,0.83,0.4925,11,65,76,2
5632,27/08/2011,3,0,8,13,0,6,0,3,0.66,0.83,0.3881,10,33,43,2
5633,27/08/2011,3,0,8,14,0,6,0,3,0.64,0.89,0.5522,4,19,23,6
5634,27/08/2011,3,0,8,15,0,6,0,3,0.64,0.89,0.5522,2,28,30,3
5635,27/08/2011,3,0,8,16,0,6,0,3,0.64,0.89,0.5224,10,14,24,0
5636,27/08/2011,3,0,8,17,0,6,0,3,0.64,0.89,0.8358,2,14,16,7
5637,28/08/2011,3,0,8,7,0,0,0,3,0.62,0.83,0.3582,0,1,1,0
5638,28/08/2011,3,0,8,8,0,0,0,3,0.62,0.83,0.4179,2,6,8,0
5639,28/08/2011,3,0,8,9,0,0,0,1,0.66,0.74,0.4179,7,46,53,6
5640,28/08/2011,3,0,8,10,0,0,0,1,0.7,0.61,0.6119,27,115,142,7
5641,28/08/2011,3,0,8,11,0,0,0,1,0.7,0.58,0.3881,59,178,237,2
5642,28/08/2011,3,0,8,12,0,0,0,1,0.74,0.51,0.3881,88,218,306,7
5643,28/08/2011,3,0,8,13,0,0,0,1,0.76,0.45,0.3582,129,302,431,6
5644,28/08/2011,3,0,8,14,0,0,0,1,0.78,0.43,0.4179,157,290,447,0
5645,28/08/2011,3,0,8,15,0,0,0,1,0.78,0.43,0.3582,155,314,469,0
5646,28/08/2011,3,0,8,16,0,0,0,1,0.8,0.36,0.3881,196,295,491,7
5647,28/08/2011,3,0,8,17,0,0,0,1,0.76,0.4,0.2985,145,253,398,6
5648,28/08/2011,3,0,8,18,0,0,0,1,0.74,0.42,0.2239,145,257,402,4
5649,28/08/2011,3,0,8,19,0,0,0,1,0.72,0.48,0.1045,140,247,387,6
5650,28/08/2011,3,0,8,20,0,0,0,1,0.72,0.45,0.1045,64,150,214,1
5651,28/08/2011,3,0,8,21,0,0,0,1,0.66,0.61,0.1343,60,126,186,6
5652,28/08/2011,3,0,8,22,0,0,0,1,0.64,0.69,0.1045,25,73,98,5
5653,28/08/2011,3,0,8,23,0,0,0,1,0.62,0.73,0.1045,16,48,64,4
5654,29/08/2011,3,0,8,0,0,1,1,1,0.62,0.73,0.1045,13,21,34,2
5655,29/08/2011,3,0,8,1,0,1,1,1,0.6,0.69,0.1045,5,15,20,0
5656,29/08/2011,3,0,8,2,0,1,1,1,0.6,0.69,0.194,8,5,13,5
5657,29/08/2011,3,0,8,3,0,1,1,1,0.6,0.69,0.1045,1,5,6,3
5658,29/08/2011,3,0,8,4,0,1,1,1,0.56,0.68,0.1343,0,3,3,0
5659,29/08/2011,3,0,8,5,0,1,1,1,0.56,0.73,0.1343,0,17,17,6
5660,29/08/2011,3,0,8,6,0,1,1,1,0.56,0.73,0.1343,3,99,102,6
5661,29/08/2011,3,0,8,7,0,1,1,1,0.6,0.6,0.2239,11,273,284,1
5662,29/08/2011,3,0,8,8,0,1,1,1,0.62,0.57,0.2537,20,384,404,7
5663,29/08/2011,3,0,8,9,0,1,1,1,0.62,0.53,0.2537,22,166,188,5
5664,29/08/2011,3,0,8,10,0,1,1,1,0.66,0.47,0.2239,42,73,115,2
5665,29/08/2011,3,0,8,11,0,1,1,1,0.66,0.47,0.1642,38,100,138,0
5666,29/08/2011,3,0,8,12,0,1,1,2,0.68,0.44,0.1642,48,159,207,7
5667,29/08/2011,3,0,8,13,0,1,1,2,0.7,0.39,0,48,170,218,2
5668,29/08/2011,3,0,8,14,0,1,1,1,0.7,0.42,0,55,127,182,3
5669,29/08/2011,3,0,8,15,0,1,1,1,0.7,0.42,0.1642,56,164,220,6
5670,29/08/2011,3,0,8,16,0,1,1,1,0.72,0.42,0.1642,56,226,282,6
5671,29/08/2011,3,0,8,17,0,1,1,2,0.7,0.47,0.2239,67,524,591,6
5672,29/08/2011,3,0,8,18,0,1,1,1,0.66,0.47,0.2537,60,487,547,1
5673,29/08/2011,3,0,8,19,0,1,1,1,0.66,0.47,0.2537,50,317,367,2
5674,29/08/2011,3,0,8,20,0,1,1,1,0.64,0.53,0.1642,50,227,277,1
5675,29/08/2011,3,0,8,21,0,1,1,1,0.64,0.53,0.194,34,168,202,5
5676,29/08/2011,3,0,8,22,0,1,1,1,0.62,0.57,0.1343,23,119,142,4
5677,29/08/2011,3,0,8,23,0,1,1,1,0.6,0.6,0.0896,19,56,75,4
5678,30/08/2011,3,0,8,0,0,2,1,1,0.56,0.73,0.1343,10,17,27,2
5679,30/08/2011,3,0,8,1,0,2,1,1,0.56,0.68,0.1045,6,7,13,0
5680,30/08/2011,3,0,8,2,0,2,1,1,0.54,0.73,0.1045,2,8,10,5
5681,30/08/2011,3,0,8,3,0,2,1,1,0.54,0.73,0.194,2,2,4,2
5682,30/08/2011,3,0,8,4,0,2,1,1,0.52,0.77,0.1642,0,6,6,6
5683,30/08/2011,3,0,8,5,0,2,1,1,0.52,0.77,0.0896,1,27,28,1
5684,30/08/2011,3,0,8,6,0,2,1,1,0.54,0.73,0.1045,4,115,119,3
5685,30/08/2011,3,0,8,7,0,2,1,1,0.56,0.68,0.1343,19,338,357,0
5686,30/08/2011,3,0,8,8,0,2,1,1,0.62,0.57,0.1343,34,459,493,0
5687,30/08/2011,3,0,8,9,0,2,1,1,0.66,0.5,0.2239,38,180,218,7
5688,30/08/2011,3,0,8,10,0,2,1,1,0.7,0.39,0.2239,28,109,137,4
5689,30/08/2011,3,0,8,11,0,2,1,1,0.72,0.37,0.194,60,115,175,7
5690,30/08/2011,3,0,8,12,0,2,1,1,0.72,0.37,0,65,172,237,6
5691,30/08/2011,3,0,8,13,0,2,1,1,0.74,0.35,0.1045,59,170,229,1
5692,30/08/2011,3,0,8,14,0,2,1,1,0.74,0.33,0.1642,58,151,209,7
5693,30/08/2011,3,0,8,15,0,2,1,1,0.74,0.35,0.2239,34,162,196,1
5694,30/08/2011,3,0,8,16,0,2,1,1,0.74,0.37,0.1642,42,295,337,0
5695,30/08/2011,3,0,8,17,0,2,1,1,0.72,0.42,0.194,62,549,611,0
5696,30/08/2011,3,0,8,18,0,2,1,1,0.7,0.45,0.1642,60,516,576,2
5697,30/08/2011,3,0,8,19,0,2,1,1,0.66,0.5,0.0896,68,397,465,5
5698,30/08/2011,3,0,8,20,0,2,1,1,0.66,0.5,0,39,259,298,0
5699,30/08/2011,3,0,8,21,0,2,1,1,0.64,0.65,0.0896,43,180,223,7
5700,30/08/2011,3,0,8,22,0,2,1,1,0.62,0.61,0,22,121,143,2
5701,30/08/2011,3,0,8,23,0,2,1,1,0.62,0.61,0,19,74,93,2
5702,31/08/2011,3,0,8,0,0,3,1,1,0.6,0.69,0,8,24,32,0
5703,31/08/2011,3,0,8,1,0,3,1,1,0.6,0.69,0,2,13,15,1
5704,31/08/2011,3,0,8,2,0,3,1,1,0.56,0.73,0,1,5,6,4
5705,31/08/2011,3,0,8,3,0,3,1,1,0.56,0.78,0,2,4,6,6
5706,31/08/2011,3,0,8,4,0,3,1,1,0.56,0.73,0,0,5,5,3
5707,31/08/2011,3,0,8,5,0,3,1,1,0.54,0.83,0.0896,2,25,27,0
5708,31/08/2011,3,0,8,6,0,3,1,1,0.54,0.77,0,4,107,111,0
5709,31/08/2011,3,0,8,7,0,3,1,1,0.6,0.78,0,12,316,328,1
5710,31/08/2011,3,0,8,8,0,3,1,1,0.62,0.69,0,27,440,467,1
5711,31/08/2011,3,0,8,9,0,3,1,1,0.64,0.69,0.0896,27,217,244,5
5712,31/08/2011,3,0,8,10,0,3,1,1,0.7,0.45,0.1045,33,105,138,0
5713,31/08/2011,3,0,8,11,0,3,1,1,0.72,0.42,0.1343,28,143,171,5
5714,31/08/2011,3,0,8,12,0,3,1,1,0.74,0.43,0.1343,68,192,260,0
5715,31/08/2011,3,0,8,13,0,3,1,1,0.74,0.37,0.1045,39,182,221,2
5716,31/08/2011,3,0,8,14,0,3,1,1,0.74,0.4,0.1343,48,148,196,0
5717,31/08/2011,3,0,8,15,0,3,1,1,0.74,0.4,0.1343,34,138,172,5
5718,31/08/2011,3,0,8,16,0,3,1,1,0.74,0.42,0.1343,46,263,309,1
5719,31/08/2011,3,0,8,17,0,3,1,1,0.72,0.45,0.1343,83,525,608,2
5720,31/08/2011,3,0,8,18,0,3,1,1,0.7,0.51,0.2239,70,495,565,0
5721,31/08/2011,3,0,8,19,0,3,1,1,0.84,0.47,0.2537,53,393,446,4
5722,31/08/2011,3,0,8,20,0,3,1,1,0.66,0.57,0.1343,30,259,289,1
5723,31/08/2011,3,0,8,21,0,3,1,1,0.66,0.61,0.0896,27,174,201,0
5724,31/08/2011,3,0,8,22,0,3,1,1,0.64,0.69,0,20,137,157,0
5725,31/08/2011,3,0,8,23,0,3,1,1,0.6,0.78,0.1045,24,60,84,2
5726,1/9/11,3,0,9,0,0,4,1,1,0.6,0.78,0.1045,18,33,51,0
5727,1/9/11,3,0,9,1,0,4,1,1,0.6,0.73,0.0896,7,14,21,6
5728,1/9/11,3,0,9,2,0,4,1,1,0.58,0.78,0.0896,14,11,25,3
5729,1/9/11,3,0,9,3,0,4,1,1,0.58,0.78,0.0896,7,7,14,4
5730,1/9/11,3,0,9,4,0,4,1,1,0.56,0.83,0.0896,0,7,7,5
5731,1/9/11,3,0,9,5,0,4,1,1,0.56,0.73,0.0896,1,22,23,0
5732,1/9/11,3,0,9,6,0,4,1,1,0.6,0.78,0,2,103,105,4
5733,1/9/11,3,0,9,7,0,4,1,1,0.6,0.78,0,7,335,342,6
5734,1/9/11,3,0,9,8,0,4,1,1,0.62,0.73,0.1343,31,467,498,0
5735,1/9/11,3,0,9,9,0,4,1,1,0.64,0.69,0.1045,29,178,207,2
5736,1/9/11,3,0,9,10,0,4,1,1,0.68,0.61,0.1343,46,92,138,6
5737,1/9/11,3,0,9,11,0,4,1,1,0.72,0.51,0.1343,51,141,192,5
5738,1/9/11,3,0,9,12,0,4,1,2,0.72,0.51,0.1343,64,165,229,0
5739,1/9/11,3,0,9,13,0,4,1,2,0.72,0.48,0.0896,50,169,219,5
5740,1/9/11,3,0,9,14,0,4,1,3,0.72,0.54,0.2537,54,144,198,1
5741,1/9/11,3,0,9,15,0,4,1,1,0.72,0.51,0.1343,39,135,174,1
5742,1/9/11,3,0,9,16,0,4,1,1,0.74,0.51,0.194,55,253,308,7
5743,1/9/11,3,0,9,17,0,4,1,1,0.72,0.54,0.2537,61,567,628,4
5744,1/9/11,3,0,9,18,0,4,1,1,0.72,0.54,0.2239,69,462,531,3
5745,1/9/11,3,0,9,19,0,4,1,1,0.7,0.58,0.1642,79,364,443,5
5746,1/9/11,3,0,9,20,0,4,1,1,0.66,0.61,0.2239,33,247,280,6
5747,1/9/11,3,0,9,21,0,4,1,2,0.66,0.57,0.194,17,160,177,3
5748,1/9/11,3,0,9,22,0,4,1,2,0.66,0.57,0.2239,34,145,179,0
5749,1/9/11,3,0,9,23,0,4,1,1,0.64,0.65,0.2537,15,111,126,0
5750,2/9/11,3,0,9,0,0,5,1,1,0.64,0.65,0.194,6,58,64,0
5751,2/9/11,3,0,9,1,0,5,1,3,0.62,0.73,0.1045,4,28,32,0
5752,2/9/11,3,0,9,2,0,5,1,3,0.62,0.73,0.1045,9,11,20,7
5753,2/9/11,3,0,9,3,0,5,1,2,0.6,0.83,0.1642,4,4,8,6
5754,2/9/11,3,0,9,4,0,5,1,1,0.6,0.83,0.0896,2,2,4,1
5755,2/9/11,3,0,9,5,0,5,1,2,0.6,0.83,0.1343,0,20,20,5
5756,2/9/11,3,0,9,6,0,5,1,1,0.6,0.83,0.1343,3,73,76,2
5757,2/9/11,3,0,9,7,0,5,1,1,0.6,0.83,0.1045,6,253,259,5
5758,2/9/11,3,0,9,8,0,5,1,1,0.62,0.78,0.194,22,434,456,1
5759,2/9/11,3,0,9,9,0,5,1,2,0.62,0.83,0.1045,30,190,220,7
5760,2/9/11,3,0,9,10,0,5,1,2,0.64,0.76,0.1642,34,106,140,0
5761,2/9/11,3,0,9,11,0,5,1,2,0.66,0.74,0.1045,51,141,192,7
5762,2/9/11,3,0,9,12,0,5,1,2,0.66,0.69,0.2239,82,178,260,5
5763,2/9/11,3,0,9,13,0,5,1,2,0.68,0.65,0.1343,72,207,279,1
5764,2/9/11,3,0,9,14,0,5,1,2,0.7,0.61,0.1045,75,208,283,1
5765,2/9/11,3,0,9,15,0,5,1,2,0.7,0.61,0.2537,69,277,346,0
5766,2/9/11,3,0,9,16,0,5,1,2,0.7,0.61,0.1343,82,299,381,1
5767,2/9/11,3,0,9,17,0,5,1,2,0.68,0.65,0.1642,78,377,455,7
5768,2/9/11,3,0,9,18,0,5,1,2,0.68,0.65,0.194,50,305,355,7
5769,2/9/11,3,0,9,19,0,5,1,1,0.66,0.69,0.1343,67,220,287,5
5770,2/9/11,3,0,9,20,0,5,1,1,0.64,0.73,0,38,158,196,7
5771,2/9/11,3,0,9,21,0,5,1,2,0.64,0.73,0.0896,28,121,149,1
5772,2/9/11,3,0,9,22,0,5,1,2,0.64,0.73,0.1642,33,114,147,2
5773,2/9/11,3,0,9,23,0,5,1,2,0.64,0.73,0.1642,30,68,98,0
5774,3/9/11,3,0,9,0,0,6,0,2,0.64,0.73,0.1045,22,65,87,6
5775,3/9/11,3,0,9,1,0,6,0,2,0.64,0.69,0.2537,17,57,74,3
5776,3/9/11,3,0,9,2,0,6,0,2,0.64,0.69,0.2239,15,26,41,0
5777,3/9/11,3,0,9,3,0,6,0,1,0.62,0.73,0.1642,17,18,35,1
5778,3/9/11,3,0,9,4,0,6,0,1,0.62,0.73,0.1642,3,4,7,4
5779,3/9/11,3,0,9,5,0,6,0,1,0.62,0.69,0.194,3,9,12,7
5780,3/9/11,3,0,9,6,0,6,0,1,0.62,0.73,0.1642,4,19,23,6
5781,3/9/11,3,0,9,7,0,6,0,1,0.62,0.73,0.194,5,33,38,0
5782,3/9/11,3,0,9,8,0,6,0,1,0.64,0.69,0.1642,24,65,89,0
5783,3/9/11,3,0,9,9,0,6,0,2,0.66,0.69,0.2537,83,118,201,1
5784,3/9/11,3,0,9,10,0,6,0,3,0.66,0.65,0.2537,90,168,258,4
5785,3/9/11,3,0,9,11,0,6,0,3,0.66,0.69,0.2836,66,128,194,5
5786,3/9/11,3,0,9,12,0,6,0,1,0.7,0.61,0.2239,97,160,257,6
5787,3/9/11,3,0,9,13,0,6,0,1,0.7,0.65,0.2239,153,200,353,0
5788,3/9/11,3,0,9,14,0,6,0,2,0.72,0.66,0.1642,204,176,380,4
5789,3/9/11,3,0,9,15,0,6,0,1,0.72,0.7,0.1642,187,201,388,0
5790,3/9/11,3,0,9,16,0,6,0,1,0.72,0.7,0.194,186,188,374,0
5791,3/9/11,3,0,9,17,0,6,0,1,0.72,0.7,0.2239,170,201,371,6
5792,3/9/11,3,0,9,18,0,6,0,1,0.72,0.7,0.1642,160,179,339,2
5793,3/9/11,3,0,9,19,0,6,0,1,0.7,0.74,0.1343,147,148,295,0
5794,3/9/11,3,0,9,20,0,6,0,1,0.7,0.79,0.1642,99,120,219,0
5795,3/9/11,3,0,9,21,0,6,0,1,0.68,0.83,0.1343,71,93,164,0
5796,3/9/11,3,0,9,22,0,6,0,1,0.68,0.83,0.1045,66,96,162,2
5797,3/9/11,3,0,9,23,0,6,0,1,0.66,0.85,0.1343,46,77,123,0
5798,4/9/11,3,0,9,0,0,0,0,1,0.66,0.89,0.194,33,76,109,7
5799,4/9/11,3,0,9,1,0,0,0,1,0.66,0.83,0.1343,37,38,75,7
5800,4/9/11,3,0,9,2,0,0,0,1,0.66,0.83,0.194,17,43,60,3
5801,4/9/11,3,0,9,3,0,0,0,1,0.64,0.89,0.194,20,23,43,2
5802,4/9/11,3,0,9,4,0,0,0,1,0.64,0.83,0.1642,0,4,4,0
5803,4/9/11,3,0,9,5,0,0,0,1,0.64,0.83,0.1343,1,5,6,6
5804,4/9/11,3,0,9,6,0,0,0,1,0.64,0.84,0.2239,0,3,3,0
5805,4/9/11,3,0,9,7,0,0,0,1,0.66,0.78,0.194,10,20,30,7
5806,4/9/11,3,0,9,8,0,0,0,1,0.66,0.78,0.1642,21,49,70,5
5807,4/9/11,3,0,9,9,0,0,0,1,0.66,0.78,0.1642,87,102,189,4
5808,4/9/11,3,0,9,10,0,0,0,1,0.7,0.74,0.1343,150,147,297,3
5809,4/9/11,3,0,9,11,0,0,0,1,0.74,0.7,0.1642,174,163,337,6
5810,4/9/11,3,0,9,12,0,0,0,1,0.76,0.66,0.1642,214,221,435,0
5811,4/9/11,3,0,9,13,0,0,0,2,0.78,0.62,0.2836,245,174,419,0
5812,4/9/11,3,0,9,14,0,0,0,1,0.78,0.66,0.3284,205,156,361,3
5813,4/9/11,3,0,9,15,0,0,0,1,0.78,0.66,0.2836,218,192,410,4
5814,4/9/11,3,0,9,16,0,0,0,1,0.8,0.59,0.2239,196,141,337,3
5815,4/9/11,3,0,9,17,0,0,0,1,0.76,0.66,0.2239,204,172,376,0
5816,4/9/11,3,0,9,18,0,0,0,1,0.76,0.66,0.194,187,169,356,7
5817,4/9/11,3,0,9,19,0,0,0,1,0.74,0.7,0.194,178,150,328,0
5818,4/9/11,3,0,9,20,0,0,0,1,0.74,0.7,0.2985,104,125,229,2
5819,4/9/11,3,0,9,21,0,0,0,1,0.72,0.74,0.2537,104,103,207,6
5820,4/9/11,3,0,9,22,0,0,0,2,0.72,0.74,0.2836,70,85,155,5
5821,4/9/11,3,0,9,23,0,0,0,2,0.72,0.7,0.1642,46,58,104,3
5822,5/9/11,3,0,9,0,1,1,0,2,0.7,0.74,0.2239,31,66,97,3
5823,5/9/11,3,0,9,1,1,1,0,2,0.68,0.79,0.1045,19,35,54,4
5824,5/9/11,3,0,9,2,1,1,0,2,0.68,0.79,0.1642,17,22,39,0
5825,5/9/11,3,0,9,3,1,1,0,2,0.68,0.74,0.2985,4,12,16,3
5826,5/9/11,3,0,9,4,1,1,0,2,0.68,0.69,0.2836,3,5,8,0
5827,5/9/11,3,0,9,5,1,1,0,2,0.66,0.74,0.1642,2,4,6,5
5828,5/9/11,3,0,9,6,1,1,0,2,0.66,0.74,0.1343,6,5,11,5
5829,5/9/11,3,0,9,7,1,1,0,1,0.66,0.74,0.1642,11,30,41,6
5830,5/9/11,3,0,9,8,1,1,0,2,0.66,0.78,0.194,45,56,101,0
5831,5/9/11,3,0,9,9,1,1,0,3,0.68,0.74,0.1642,63,89,152,1
5832,5/9/11,3,0,9,10,1,1,0,2,0.7,0.7,0.1642,107,137,244,5
5833,5/9/11,3,0,9,11,1,1,0,2,0.7,0.74,0.1642,101,207,308,0
5834,5/9/11,3,0,9,12,1,1,0,2,0.72,0.7,0.194,141,212,353,0
5835,5/9/11,3,0,9,13,1,1,0,2,0.74,0.7,0.1343,154,235,389,7
5836,5/9/11,3,0,9,14,1,1,0,1,0.74,0.7,0.1642,145,212,357,0
